Rating,Title,Comment
1,Air Asia makes us pay for their system bug,"We have just booked a flight online on the Air Asia web site.  Everything seemed fine when booking, we booked for March 18 flight from Hong Kong to Chiang Mai.  When we got our confirmation we noticed it was for March 19.  I logged into their portal and saw that the birth dates of  all three passengers was one day earlier than the actual birth dates.<br />I have booked many many times online with various airlines and have never made date mistakes because I double check my dates before doing the final submit.<br />I thought, well, is there a chance I entered the wrong date so I hit the back button multiple times in my browser to get back to the original booking request page, it showed March 18.<br />I suspect the date issue is because we are one day off time zone wise.<br />It is also strange that the booking date was one day later and the birth dates was one day earlier.  <br />We called them and told them there must be a bug on their website because all the dates were incorrect.  We asked them to change the booking and birth dates to what they should be.  We were told changing birth dates they could do after we emailed them our passport photos, which I would kind of accept.  Wasn&#39;t comfortable with emailing passport info.<br />We sent them all the screen shots we could from our browser but to no avail.<br />We got email bounced messages from three different email accounts, yet they did receive the email when we called them yet again to complain.<br />The worst was, they would not change the travel date without charging us change fees which would cost more than the price of the original ticket.  To add insult to injury, we purchased cancellation insurance which they said could not be used.<br />My advice to travelers, use them at your own risk.  We have just lost a bunch of money on a ticket we cannot use for something that is their fault.  We couldn&#39;t cancel on our credit card either because they are protected by policy.<br />This whole incident leaves me feeling the airline has bad business practices, it leaves me wondering if this is done on purpose based on their unwillingness to listen to reason."
4,This is a genuine testimony,"This is a genuine testimony, and relates only to my flying experiences with Air Asia X, which extends from when this airline flew from London Stanstead airport to KLIA LCT, up to November 12th 2018 Sydney to KLIA2.and includes Vietnam return.<br />In terms of inflight service and aircraft, this airline should be the national carrier of Malaysia. The cabin crew are young and enthusiastic, and the Airbus A330-300 is comfortable, especially if you know where to sit, added to which there is no stupid insistence on having the window blinds pulled down during datime flights. It is a low-cost airline so passengers fly knowing what the fare has purchased, so no complaints about food or the need to purchase extras. I am in the over 65 age bracket and a regular long haul passenger."
1,I need someone from airasia response my&#8230;,I need someone from airasia response my case ASAP! <br /><br />Case number: 07821386 &amp; 07921508<br /><br />Airasia cancelled my fights. 3 people 6 tickets plus additional luggage&#8217;s fee! No response from airasia for refund confirmation! <br /><br />Anyone who could help??  Where to go for the next step!<br /><br />Someone from airasia! I need for refund confirmation ASAP!
1,Terrible Customer service,"Terrible Customer service<br /><br />They are not even trying to help you out when you require explanations. The multi-city function on the website is broken, it bring you to this very old interface where you can only book to specific cities. They change the terms and conditions multiple times. <br /><br />Overall very deceiving experience. I wish to never fly with them again."
1,Worst customer service ever,"Worst customer service ever! <br />We bought a giftcard from AirAsia&#39;s website. However, when you buy it you wont receive the giftcard before 7 days later, which they dont tell you in T&amp;C until you have made your payment - however this is edited in T&amp;C now, but we still did not get the money back. Next, the value of a giftcard has to be used for only one purchase, so if you have a giftcard of $300 and buys tickets worth $200, the remaining is lost."
1,Flight Cancellation twice without notification and Delay again,"We bought return tickets in early March 2018, flying from Kuala Lumpur to Osaka in end October 2018. There were 2 cancellations made by AirAsia without notice or whatsoever. Both had no notice or email given until we noticed the changes ourselves when we were on the website. <br /><br />The 1st cancellation was made somewhere in June to early July, original flight to Osaka canceled and they moved it to 2 days later than the original. We filed complaints through email and Twitter, and expressed our dissatisfaction on the cancellation and changes without notice immediately, and request for flight change as the date is not preferable. Entitled for free reschedule, we moved the date to early November. <br /><br />The 2nd cancellation was made soon after the reschedule done in early July till early August, same scenario as previous, no notification! We noticed the changes ourselves in the website, filed another complaint through Twitter, and the only thing we can do is either get a refund or free reschedule. Nothing else. Noticed there were complaints about the delays and difficulties in getting the refund from AirAsia, we decided to make another flight reschedule to late November.<br /><br />Our departure flight now is 1.55am on 24 November (tomorrow). And this early morning (today) we received an email informing us that there will be a delay in our flight for 2 hours. We are now so frustrating and yet worried there will be another delay in the flight later.<br /><br />Another note, the response from AirAsia&#39;s customer care or support team is very disappointing. The response received from Twitter somewhat acceptable, which they took about 5 hours to 1 day to reply, but as long as you have decided the date to reschedule to, they somehow managed to get it done quickly. However, there was no response from our email complaints about the first cancellation that we made in mid-July, until end-August where we have already made our second reschedule (in mid-August) after the second cancellation without notice. And the email was only reflecting the first cancellation and first reschedule that we made in July. Soon after the email, Cancellation Notice was sent to my inbox to notify the first cancellation, after 2 months, and it wasn&#39;t even valid at that time anymore."
5,Cheap &amp; reliable,Cheap &amp; reliable. Best choice to go all over Asia without being bankrupted.
1,Zero customer service,"I have flown for many years &amp; many flight&#8217;s with AirAsia, but this was my last flight with AirAsia, flight FD 131 Jaipur to Bangkok 18/19th November 2018. I asked for a glass of normal filtered water to take my blood thinning tablets, I was given a cup of luke warm water, when they came around trying to sell putrid smelling food, I asked for a cup of cold water &amp; was refused by the steward SCC Worawit Soparkditha Pong, saying we sell bottles of water only. In 37 years of flying this was the first time this has happened, wow AirAsia has really become Thai style, money money money!!!!! &amp; All of this was after being delayed for 1 hour 10 minutes, with no apology. Omg AirAsia what has happened to your customer service?"
3,Two compaints.,High fees using payment cards. What it a standard payment method all over the world they call &quot;Convenience fee&quot;.<br />They SPAM quite a big with no consideration to previous settings.<br />Other than that everything as expected.<br />Fine service.
1,WORST handling of a complaint EVER,"ERASE AIRASIA<br /><br />So I have been trying for over 3 months to get a refund on a flight where there was a problem with the booking. I had to book another flight, a real ordeal in Danang, Vietnam, where their Payoo system didn&#39;t work and their office was closed for no reason.<br /><br />The worst part is how they handle customer complaint. This is how they operate.<br /><br />They tell you to submit a case filling a form.<br />They answer your complaint in a quick, unsatisfactory manner.<br />You answer with arguments.<br />They close the case without your consent.<br /><br />Obviously your case is not resolved and you have to open the case again, expain etc.<br />I must have sent about 50 messages with evidence, pictures, screenshots, etc<br /><br />I am really sick of either their stupidity or bad faith.<br />They hardly read the complaint, or pretend they miss the point.<br />Either way they are useless in handling the case.<br /><br />AVOID and SHARE"
4,Don&#39;t worry,"So, we just had a flight with Airasia Manila to Puerto princesa. We&#39;re very scared after reading all these awful reviews here, but everything was ok. Be careful with transaction fees (£6) and man what person would give you spaghetti bolognese on flight :D"
1,#AirAsia - BROKEN CUSTOMER SUPPORT SYSTEM,"In early September 2018 forced to request cancellation of a holiday trip from UK to India due to unforeseen medical problem requiring internal surgery. Notified #AirAsia and requested cancellation of flights booked for late October 2018 within India and refund of ticket price. #AirAsia system opens a case number and requests supporting docs to be submitted. But this message comes from a &quot;No Reply&quot; email address so if used it sends back a &quot;Not Delivered&quot; message! Then after 7 days #AirAsia system notifies that due to no response received from customer the case is closed. I have now opened 4 consecutive cases and all do the same thing. Despite giving #AirAsia over one month notice (which means they can then sell seats to other passengers, we have lost full price of two return tickets. I agree with the other reviewers that #AirAsia have designed their system to prevent passengers successful claims. We recommend people to NOT USE #AirAsia. Review posted 15 OCT 2018. Passenger Mosca (UK); Booking EHM6MY"
1,Thai AirAsia is truly the world&#39;s worst airline,"I wish I had come here first.  AirAsia - or Thai AirAsia as it is called on my bookings - is by far the worst airline I have ever experienced with EVERY SINGLE ONE of the flights i booked in Thailand - 4!! - changing from anywhere from 2 hours to almost 6.  Each one, of course, is tied to various connection and transfers which now no longer work.... but their policy is to only refund changes of more than 3 hours.  Unbelievable."
1,Ridiculous Payment Processing Charge for Problematic Payment Processing System,"The payment processing never seems to be working, yet AirAsia is charging a whopping 40sgd for payment via credit/debit card. Other air operator from Malaysia will not have these issues, nor do they charge their customer for &quot;Processing&quot; the payment."
1,worst irresponsible commercial Airline.,"worst irresponsible commercial Airline.<br /><br />I&#39;m a frequent flyer around the world. I was supposed to travel with AirAsia recently but the worst thing happened. They denied me from checking in, claiming it is a visa issue related to a transit that I should not expect to care about by them. They had the knowledge I can&#39;t checkin apparently but due to their worst procedures and lacking processes, they didn&#39;t tell me anything when I bought the ticket or checked in online. I was refused checking in on the spot at the airport. It cost me a fortune to buy a contingency ticket with another airline on the night itself to not have my holiday fully ruined by these guys! I filed a complaint but I can&#39;t smell any responsiveness. On the contrary, the staff I spoke to face to face at the airport were completely irresponsible to the damage caused, refusing to even refund me anything, not to mention about the HUGE inconvenience and costs on me buying alternative flight, losing time of my holiday, staying in hotels temporarily and losing stays in other hotels. It is just terrible terrible experience.<br /><br />Don&#39;t throw away your money. Add more pennies and choose another airline to not lose all your money and holiday with this horrible airline!"
1,A business model - don&#39;t care to assist if your father dies,"Had to cancel trip from Japan to KL today. My father passed away and we are all in grief and trying to settle things. <br />Trying to reduce impact of damages we also try to cnx AirAsia trip. <br />Have now spend up to 5 hours on call, chat and filling in webforms. No succes<br />IT&#39;S A BUSINESS MODEL.<br />Not to deal with cancellations. We are not asking for ticket refund, just refund of fuel surcharge and airline taxes. Which we are entitled to. And AirAsia will get refunded once we do not board. So<br />REFUND -&gt; AIRASIA<br /><br />Fly AirAsia - it&#39;s a great airline to book and board. <br />Dont expect anything else.Keep that in mind"
1,awful,"awful, unresponsive support. points promised and nothing. wasted of time over a month now."
1,I would NEVER recommend this airline to anyone,"I would NEVER recommend this airline to ANYONE . Their customer service is HORRIBLE . Please understand that I only write bad reviews if my experience was just so bad to the point that I&#8217;ve cried or got really angry . In this case both . My round trip flight from Saigon to Phuket should have cost me no more that $130 . But I ended up spending a total of $270 because they charged me to check my bag twice . They charged me $40 to check my bag from Saigon to Bangkok(a 3 hour layover ) . And then $57 from Bangkok to Phuket . They said they couldn&#8217;t let my bag go all the way to Phuket from Saigon for some odd reason. Basically a money hungry scam of a airline They are a horrible company. One of the ladies was soooo rude to me that I actually ended up crying because I was already having a bad experience with them . Do yourself a favor and please avoid . We pay too much money to fly to just be treated like crap and get bombarded with hidden fees . I will be posting this same review where else I can, that&#8217;s how much I really dislike this airline and how hurt I am from my experience"
3,Used the services of this airline a few&#8230;,"Used the services of this airline a few times. The staff are polite. If you want to eat on board, then it&#39;s better to plan this beforehand, by buying a lunch with the ticket, you can save money. The choice of food is not bad. A significant disadvantage for me was the refusal of free drinking water. Even when I said that I was ill and I needed to take a pill, water was not given."
1,"Airasia is bad airlines, No commitment","Airasia is bad airlines, I had book from Jkt - Narita, the ticket had issue, about 1 month after booking, I get email from airasia to cancel that route.<br />They just give 3 option.<br />1. Reschedule<br />2. Another route with transit<br />3. refund<br />As you know, 3 option that they give all is disadvantage for passanger, and no one advantage.<br />I dont think, as big airlines in asia, will no commitment. just a LIER, with poor customer service especially name ALDI. Can not give solution.<br />I think the Goverment must be give them punishment to Airasia."
1,Horrible online check-in process,"Horrible website, really bad &amp; cumbersome online check-in process, online payments don&#39;t work, forced sign-up with their loyalty program for check-ins"
1,High fees with VISA credit card,"High fees with VISA credit card, they are trying earn more money with non sense fee for use credit card, you can find cheap price, but last step (complete payment) is trap..<br /><br />for one trip = 12 USD, for two persons = 24 USD fees for use credit card..<br /><br />As programmer i implemented many payment gateways and fees are not necessary, each cent there is just trap and business how to earn money for nothing.."
1,Terrible website and app,"AirAsia is guilty of being wholly uncaring and totally incapable when booking new flights, and of entrapping their customers so that they are forced to pay additional fees due to the incompetence of their web designers.<br /><br />Firstly, paying with the app absolutely does not work. The payment will never go through, despite attempting it at different times over several days with different debit and credit cards.<br /><br />When using the website should you provide your personal details and make an account, the website itself will fill it in for you. This in itself would not be a problem, however it will incorrectly fill in this form, forcing you to waste your valuable time and money receiving a re-issuance of your ticket. This in itself would be not worthy of a bad review, but the fact that it has the CORRECT information in its database and proceeds to fill in the INCORRECT information in its passenger details section is truly entrapment at its most depraved, giving the false sense of confidence that they could design a website capable of having a function a 5 year old could implement, namely copying and pasting information correctly in its entirety."
1,Absolutely disgraceful,"Absolutely disgraceful! Ill mannered and completely useless support staff!<br /><br />Made a purchase via their website. The details of the flight were all okay as we went through to payment- then when it came up as complete (after payment) the names had changed to some random cookie grabbed mess!!!<br /><br />This was 1 MONTH AGO!!<br /><br />Their solution is that we buy more flights and in return get useless credit for our previous flight. AKA &quot;pay us more money and we will maybe (yes they used the word maybe) give you credit you wont have any use for&quot; basic extortion.<br /><br />They refuse to communicate with mastercard, they refuse to answer our claim officially by email. We have provided screenshots showing them the issue with the website happen again and again as well as screenshots proving we typed our own names into the booking! As well as a video showing it! <br /><br />It took me over 17hours to even get through to their livechat, it has now taken a whole month and their answer is &quot;we need time&quot; &quot;we cant do that&quot;. I put in a complaint about how long this took and they simply closed it without even looking into it once. They just close cases and do not provide answers! Their attitude is awful and they constantly try to mislead me into agreeing to their poor offer by saying they will give me the credit first and then going back on it.<br /><br />They basically think that I will cave because it is my holiday, they act like blackmailers. I&#39;m astonished at how awful they are and that they are allowed to operate on such a grand scale!<br /><br />They have provided me with a product I didn&#39;t buy, refuse to change it or give me a refund and they think &quot;no we can&#39;t&quot; is somehow acceptable to that- it&#39;s theft! Complete and utter scum. <br /><br />Unfortunately I booked with them previously also and have just found out they charged me the incorrect amount and in the incorrect currency for that too! <br /><br />AVOID THIS COMPANY AT ALL COSTS, IT IS NOT WORTH IT"
1,Terrible experience with Air Asia,"Terrible experience to travel with Air Asia<br />we paid full amount of ticket from Colombo to Bali and they stop us at the counter because our payment was not in the system!!!!!!<br />I called my bank, they confirm money transaction (# 038287 air asia Philippine) but they didn&#39;t let us fly until we pay AGAIN to fly.<br />Now it is 10 days I am waiting for my refund and no body is responsible.<br />please be care full and think twice before purchasing ticket from Air Asia.<br />Pouyan<br />+94777660045"
1,They canceled flights been trying to&#8230;,They canceled flights been trying to get in contact for nearly 2weeks emails live chat and Twitter spent hours on all these and still have not resolved issue no refund no other flights. After using air Asia for a lot of years will never use them again. I think they are scamming me. Live chat does not work . Twitter not responding been on there since2pm it is now 6pm and still no answers.
1,The flight from KL to Terengganu has&#8230;,The flight from KL to Terengganu has been changed for outward and return. We had previously booked seats for both flights and since the change we do not have our reserved seats when we go back into the web site. We have emailed them and asked for a refund but we are concerned that the exercise is a money building one but we can&#39;t actually confirm that as they have not yet replied to our request for a refund. Given the same concerns on this page we have a feeling that our suspicions may be right but please Air Asia prove us wrong.It would be an awful shame if this was an habitual relentless way for an airline to increase wealth by this trick if this is what they are doing and the ruined day it has caused to our let arrival and return day as it is not only about cost. Sometimes if you pay too little you have to pay twice. (John Ruskin) We will say if they actually do or do not give the refund.
1,Customer support doesn&#39;t exist,"Customer support doesn&#39;t exist! tried all options (live chat, email, messenger.... and in Malaysia call only dedicated for AA X passenger! ) but TOTALLY NO RESPOND from AA! terrible! <br />AA cancelled my flight, moved to earlier flight. Initial booking with value pack and i&#39;d picked my seat. When they resend new itinerary, surprisingly my picked seat gone, and i need to re-pick my seat. By doing that, i will be charged with extra fee. So my question to AA is that i&#39;m not the one intended to make a change, but it is AA made the change so why i&#39;m the one need to pay an extra fee? Regrettably until today i couldnt get their respond on this!"
1,Website sucks,Website sucks. Customer care didn&#39;t even try to solve anything.
1,"Extortion on extra bags, poor customer service",Extortion on extra bags. $80 fee for one checked bag for a flight of roughly same price. Never mentioned in email that I needed to do something ahead of time. Rude customer service that kept telling me to &#8220;calm down&#8221; even though I was speaking in normal volume. Also bears mention that queue was incredibly long and service was slow. Avoid Air Asia.
1,Customer Support DOES NOT EXIST,"There is literally no such thing as Live Chat customer support. The moment you log in, it instantly stops being an option.<br /><br />I&#39;ve had countless experiences with airasia where the moment you buy a ticket, they would avoid all customer interaction and make it virtually impossible for you to contact them."
1,I have booked Air Asia flight from&#8230;Mumbai to Sydney via Kuala Lampur,"I have booked Air Asia flight from Mumbai to Syd and did not book additional baggage to check in on both legs of the journey but only one. When I contacted Customer care a day before departure I was told I could pay at the counter before boarding <br />the flight.<br />However, staff at Mumbai airport (manager Anish and team) were harsh, rude and insensitive to my situation by denying any mode of payment and were demanding only cash. Me being NRI did not carry any INR and had limited AUD with me that I wanted to use for inflight meals etc.<br />However, they were very demanding and rude and gone to the extent of sneaking into my purse and persuade me to exchange my AUD into INR right at the airport to pay them in cash. This is worst professionalism you can display in any industry.<br />When I resisted they ordered my baggage to be removed and board another flight which is not just against Air Asia business model and customer service but against any level of humanity.<br />After one hour of argument and losing my energy ending up with sore throat they have accepted my card payment.<br />This was all not before I realised i am running late and in danger of missing my flight.<br />They may boast about most affordable airlines but I strongly advice any traveller not to fall into the trap of cheap air tickets by Air Asia and avoid being ripped off with appalling service and ridiculous staff."
1,Rude ground staff - never use Air Asia again,"Rude ground staff, especially in Malaysia. And the most cramped seats I&#39;ve ever seen..  Next time I&#39;ll definitely pay extra and fly with a more respected airline"
3,They used to be good,"They used to be good, plenty of destinations and good deals. But lately they have started to charge extra for everything and the limitation of 7 kg for hand luggage is total nonsense..."
1,UNPROFESSIONAL WORST EXPERIANCE EVER,"Buggy website loads time wasted time wasted getting nowhere. Was due a refund, never paid out as I changed bank accounts after I bought ticked tried to refund to old account was returned to them. I guess they don&#39;t believe me and think I&#39;m trying to scam them. Sent queries and never get a response. Closed complaint prematurely. Worst experiance ever with them. They say you will hear from us shortly and never do.<br />PLEASE AVOID NOT A PROFESSIONAL COMPANY."
1,The worst imaginable customer service,The worst imaginable customer service. Doesn&#39;t deserve even 1 star.
1,Has to be the worst customer service I&#8230;,Has to be the worst customer service I have come across.  Our flight which was only a 50 min one from Kalibo to Manila was delayed by 8 hours.  Had an email early in the morning warning me of the delay saying that it was due to Kalibo airport being closed. As we were staying right across the road from the airport we went over to have a look and the airport was functionally normal.  Since coming home I have been in contact with their so called customer service on a number of times asking for an explanation but just get fobbed off. I even had a delay and 1 hr guarantee insurance with them but it is a mind field trying to claim off it as they want so many different documentation.
1,The support is a scam,"The support is a scam. I tried to reset my password. I had to complete their e-form at least three times, and still no satisfaction.<br /><br />They claim that they have no trace of any previous emails and no trace of any previous eform.<br /><br />Hopeless."
1,Buggy website and Indecent After-Sales Service,"Their buggy website changed my flight month.<br /><br />Was supposed to be 6th of Feb 2018, got an itinerary on 6th of March 2018 instead.<br /><br />They say they will investigate it and it needs 2 days to work on it (success = change travel date for free), whereas there&#39;s no assurance on the possibility of success in the appeal.<br /><br />It is now 3rd of Feb 2018 and in the end I have to pay a penalty in order to change the travel date.<br /><br />Oh and they also said, if I were to change the travel date by my own. The appeal is going to be dismissed."
1,Paid twice to get a window seat,"On July 3 (2017), I reserved and paid for a window seat for a flight from Cebu City to Taipei. Later, I was advised that the flight was postponed for the day after.  In January 2018, I tried to do get my boarding pass as it has to be done over the internet. Surprise! My seat wasn&#39;t anymore on a window seat.  Without warning about extra fee I moved it to a window seat in the same area. Suddenly, I could not properly get my boarding pass without paying an extra fee for that window seat.<br /><br />- I sent 3  e-mails about the situation. First one, I had to pay then no reply from the others. <br /><br />----------<br />3 times I wait an average 1 hour to get the &quot;chat&quot; service. <br /><br />They all agree that something was wrong but nothing had been done.<br /><br /><br />----------<br /><br />At the airport, I had to pay for that seat to get my boarding pass.<br /><br />----------<br /><br />On a positive note, Air Asia is a very inexpensive airliner."
1,On Live chat,"On Live chat, queue number dwindles suddenly to a different number suddenly. I was waiting for around 30 mins from queue number 45 to when i  was on Number 7, the queue number suddenly went to 31?! I was totally frustrated on how such a thing can happen. Worst service!"
1,The worse experiences i have had have been with AirAsia,"The worse experiences i have had have been air asia. The only time i travel with them is when no other flights for the destination/ time required. and they all have been quite disastrous. Today i found out they have the worse customer support too - No hotline number other than Air Asia X, queue for 45 min to be on online chat. Before the problems are properly resolved, they will automatically disconnect and close your online chat. You are logged out and cant even read the chat history. Im definitely putting more efforts to go to places when there are other airlines available."
1,Bad service,"Bad service, very unreasonable company that is not providing any help when you need it. <br /><br />Wo"
1,USELESS CUSTOMER SERVICE,"We had a flight booked with AirAsia and we found out, afterwards, that there was supposed to be an hurricane in those days and we contacted the customer service to find out if our cover was enough to have the flight refunded in case the flight was going to be cancelled or if we need to get a different one.<br />It took them DAYS to reply asking for info that were already clearly stated in our initial email to them.<br />They were obviously trying to waste our time. In the end by the time they got back to us, we were already at our destination.<br />Completely USELESS!!!!"
1,AirAsia robbed us,"AirAsia robbed us<br />They charged us $1,934 for excess baggage which was by their system error. We requested them to verify it many times but nothing happened.<br />We requested Qld Fair Trading and ACCC, the answer &quot;they can not force the trader to refund.<br />We need to attend to QCAT but we are not curtain about their address in Australia.<br />As per they overcharged $60 Airport tax for kids under 12 for 7 years and ACCC do nothing just let them refund. Is this correct? Even if AirAsia overcharged for just a year. The matter should be verify / investigate if it is a robbery? But this had been charged for 7 years. How AirAsia responded that they were incorrectly charged.<br />We also inquired to Department of Immigration and Boarder Security, if AirAsia repaid the Airport tax (Passenger Movement Charge) since the first year they did charge people. And if they paid to the Department correctly since the first year. How come they did not know that it was an error? We wish that there would be some organization investigate this matter."
5,good and cheap,Many destinations for cheap. Best airlines for avid travelers with small budget. They ar really good!!!
2,I traveled on flight number I5-1427 &#8230;,"I traveled on flight number I5-1427 from Jaipur to Pune on 23rd November, 2017 and the flight was unduly delayed by 3 hours. I had to unnecessarily miss my bus from Pune to Goa, which cost me INR 1,200 + the hassles. Uncalled for, unprofessional and very irritating!"
5,highly recommended!,"i travel with air asia regularly (especially the kuala lumpur - sydney route), services were great, it is a budget airline so comfort is not an issue to me (i got what i paid for), highly recommended!"
1,e-gift voucher takes 7 days to arrive VIA email. Support not responsive.,e-gift voucher takes 7 days to arrive VIA EMAIL. This is not mentioned on their website or the e-gift terms and conditions. Telephone support atrocious.<br />email/web form support is non-existent. My ticket opened two days ago has not been responded to. Web chat service: takes hours to connect to agent. You start at queue number 80 sometimes.<br /><br />Update 21/11/17: Support has eventually come back and said where it&#39;s mentioned on their GB website. I&#39;m pretty sure it wasn&#39;t mentioned on the website I used when purchasing the E-Gift voucher. In any case the writing is in small print.
1,worthless policies  and  they know it,if you like  paying  50 euro  for  them to print  the boarding pass  because  they dont accept  it from your phone like everyone else <br />or  if you like clicking  No to all the addons two  times  and  they  try to flip all of  your NO  to a yes  later on in the booking process<br />go for it  great company
4,Trusty &amp; Good prices,"Trusty &amp; Good prices<br />I travel quite often with AirAsia to Australia &amp; Thailand, never any difficulties and always ok price."
1,Pathetic experience with Air Asia,"Pathetic experience with Air Asia<br /><br />I bought an Air Asia ticket for 112 euros for my future wife, from Puerto Princesa (Palawan) to Manila. Given to the usual but still acceptable delays of these company, I had taken a flight on September 1St at 8:50 am to allow her to take her intercontinental Emirates flight from Manila to France at 6:40 am on September 2 with serenity.<br /><br />August 31 at 4:30 pm in the late eve of her travel, I got first a mail from Air Asia saying:<br /><br />« We regret to inform you that flight Z2-433 which is scheduled to start from Puerto Princesa to Manila on August 01, 2017 at 08:50 AM (08:50:00) has been cancelled due to Additional Servicing of the Assigned Aircraft.<br /><br />Your NEW Flight Details:<br /><br />Flight Number&#9;Z2-421<br />Departure PPS&#9;7:40 PM (1940 (H), local time<br />Happens MNL&#9;9:10 PM (2110H), local time<br /><br />For assistance, you may choose one of the following service recovery options:<br />1. One time free move flight within 30 days. <br />2. Convert fare amount to credit shell valid for 90 days.<br />3. Refund.<br />Etc.<br /><br />Sincerely,<br />AirAsia.<br /><br />At 16:32 pm, I received a SMS of Air Asia, telling me: <br /><br />« Dear Valued Guest, PNR SJ2KJJ with flight Z2-433 PPS - MNL on 01 Aug 2017 has been cancelled and moved to Z2-421 NETD 7:40 PM (1940 H).» For your flight assistance, kindly call + 632-722-2742, 6 am - 11 pm, or check your registered email for more information. »<br /><br />The expression &#8220;NETD&#8221; made these SMS particularly incomprehensible. I didn&#39;t know if she could catch a plane at 7:40 pm on September 1St, or only on September 2. In the first case, I also could not take the risk, because the company could delay the flight until the next morning, since she is often late. So I had to take in emergency a Philippine Airlines ticket for 95 euros.<br /><br />Based on the mail, I therefore asked the refund on the website of the company and sent all requested files. By mail from August 2, the company asked me the same thing, what I did on August 4. I did send a reminder on August 9 and 18. I got a generic acknowledgement of receipt on August 19, telling me that the refund was in process. Then nothing more. I recalled September 5 : no response anymore.<br /><br />When my future wife came back to Manila, as the Schengen appointment at the French Embassy had been advanced, she asked Air Asia if she could change her flight paying a supplement. Answer : No. So she took a flight on Cebu Airlines.<br /><br />In conclusion:<br /><br />This company does not respect the usual basic commitments of the profession. Legitimate refunds are not made (that of the flight from Puerto to Manila). Finally, I paid the equivalent of 207 euros for a so-called &#8220;low cost company&#8221;, which did not honor the flight Puerto-Manila, while I paid 211 euros for my next flight in December from Manila to Puerto -and back- on Philippine Airlines.<br />Actually, on this flight, the Air Asia company has proved to be twice as expensive as Philippine Airlines.<br /><br />My advice: <br /><br />Don&#39;t take this company, which is not reliable about schedules or contractual terms. You will lose your money, not to mention the serious incidents that have affected her in recent months.<br />For your travels in Asia you better offer yourself the serenity that will give you the financial and contractual reliability and good board service of other companies."
5,Fantastic airline,"Fantastic airline, we have flown with them over 20 times in the last 3 years. we only suffered 1 delay in all the flights.<br />Out of all the staff we dealt with we only had one bad experience with a desk agent who was having a bad day."
1,never ever buy anything from them,"never ever buy anything from them. if for some reason (usually their fault) and you want to request for a refund, that money never comes back. they will just ignore your claim without any explanation."
1,Air Asia BIG is a BIG marketing stunt with no reality,"Dear All,<br /><br />Please beware that the Big Loyalty program is a marketing stunt with no reality behind, I always book attaching my Big ID, however no points are awarded. <br /><br />I then fill the form to claim mails, I get an auto reply - as this: <br />&quot;Thanks for contacting AirAsia BIG. We will get in touch with you shortly&quot;<br />and that is the last you hear of that... even you remind them... <br /><br />Just don&#39;t waste your time on this marketing stunt..."
1,Staged &quot;bug&quot; when clicking &#39;No I do not want the insurance&#39;.,"There is an option to click &quot;I do not want the insurance&quot; when booking a flight on the Air Asia Malaysia website, but everytime you choose not to buy the insurance the website breaks down claiming that &quot;it is a bug&quot;. I have tried it about 20 times having to re-do the whole process every time. However when you choose to buy the insurance you slip through without problems. <br /><br />Since this is clearly an unlawful scam by AirAsia Malaysia I will document the matter with hopes that their wrongdoings will be penalized."
1,One of the worst websites ever,"One of the worst websites ever, can&#39;t even book my flight, also charge a fee for using credit card. No thanks"
1,They will throw away your luggage!,STAY AWAY! <br /><br />Airasia is a lousy company! They lost our bag and after a month I was told that it was still in Kuala Lumpur airport!<br /><br />And they refuse to ship it to me! Highly incompitent! Why am I supposed to go to Kuala Lumpur to claim my bag when YOU lost it! I live in Copenhagen!<br /><br />I&#39;m never going to use this Company again!
1,Worst,AirAsia MNL. Booked a flight for my Mom. Checked in via web. The only problem I acknowledge was our fault was we didn&#39;t have the printout of the boarding pass. My mom asked the lady at the counter to printout a boarding pass and she should be on her way. They said NO. Because it&#39;s already boarding. And said to rebook another flight. My mom inisisted she ONLY needed a boarding pass - no one from your team cared. Took them 15 mins then they announced  her name for LAST CALL!!! HOW THE **** WAS IT TOO LATE TO GET A BOARDING PASS when they called her name????? Never flying with you again
